,QR Code,veggie,scene,url_scene,season,scientific_name,family,description,sunlight,soil conditions,hardiness,lifecycle,ease of care,foliage colors,foliage texture,tolerates,special characteristics,how to grow,germination temperature,emergence days,seed save time,Maintenance Info,Pests
41,https://drive.google.com/file/d/1ByK1NlKYKoaT9fSYOLl0BSTbmuUEohVO/view?usp=sharing,Peppers,scene9c8a.html,http://www.gardening.cornell.edu/homegardening/scene9c8a.html,"Vegetable (Warm Season) - Tomatoes, Peppers, Eggplant",Capsicum annuum (culinary),Solanaceae,"Sometimes peppers are a challenge to grow in cooler areas of New York.
The many varieties of sweet and hot peppers thrive on full sun, warm
weather, well-drained soil and modest fertility.",full sun,requires well-drained soil,,annual,moderately difficult,dark green,medium,,"not native to North America - Native to tropical America.bearsornamental fruit - Green bell peppers turn red when fully ripe. Othervarieties are yellow, orange, purple and chocolate brown. Hot peppers,chiles, and others come in many interesting shapes.",Propagate by seed , 70 F to 95 F  - Will not germinate below 55 F. , 7 to 10  - at soil temperatures around 85 F. ,Seed can be saved 2 years.,"Sow seeds indoors, 1/4 inch deep in flats, peat pots or cellpacks, 8-10weeks before you anticipate transplanting outside. Seed germinates bestwhen soil temperature is 80 F or higher. It will not germinate below 55F.Keepplants indoors in a warm (70 F during the day, 65 F at night), sunnylocation. Lack of light will produce leggy, unproductive transplants.Don'tbe in a rush to transplant outside. Cold temperatures can weaken plantsand they may never fully recover. A few days at 60 F to 65 F withreduced water will help harden plants and reduce transplant shock.Over-hardened plants grow slowly after transplanting.Set plantsout 2 to 3 weeks after average last frost when the soil has warmed andthe weather has settled. Plant them 12 to 24 inches apart, in rows 24to 36 inches apart, or spaced about 14 to 16 inches apart in raisedbeds.Use black plastic and/or row covers to speed soil warmingand early growth. Use caution with row covers not to overheat plantsand cause them to drop their blossoms.If not using blackplastic, mulch plants after they are well established and the soil haswarmed to retain moisture and control weeds. Peppers can betemperamental when it comes to setting fruit if temperatures are toohot or too cool. Nighttime temperatures below 60 F or above 75 F canreduce fruit set.Too much nitrogen fertilizer may promote lushvegetative growth but fewer fruits. Peppers usually responds well tophosphorus fertilizer.Stake tall varieties for earlier and heavier harvest.Peppersneed even moisture for best performance. An even supply can reduceblossom end rot, a disorder caused by lack of calcium.Do not plant in same spot more than once every 4 years.",Aphids - A hard stream of water can be used to remove aphids fromplants. Wash off with water occasionally as needed early in the day.Check for evidence of natural enemies such as gray-brown or bloatedparasitized aphids and the presence of alligator-like larvae of ladybeetles and lacewings.Borers - Remove  by hand.  Destroy infested plants.Other pests:Tarnished plant bugs
42,https://drive.google.com/file/d/1DewDcwoFPql2PqVojMa5eXipXLYV3Wqv/view?usp=sharing,Potatoes,scenec6be.html,http://www.gardening.cornell.edu/homegardening/scenec6be.html,"Vegetable (Warm Season) - Other, 



	







Root Crop",Solanum tuberosum,Solanaceae,"A nutritional mother lode, potatoes are easy to grow as long as they
have full sun, moderate temperatures, and light, rich, acidic,
well-drained soil. Try varieties with colors, shapes and flavors you
won't find in the supermarket.",full sun,"requires acid soil
requires well-drained soil",,annual,easy,medium green,medium,,not native to North America - Native to the Andes Mountains in South America.,Propagate by division or separation- Grown from seed potatoes -- tubers grown the previous season. , 40 F  - Do not plant seed potatoes until soil reaches 40 F. , 14 to 28  - Sprouts from seed potatoes should emerge in 2 to 4 weeks depending on soil temperature.,,"Potatoes perform best in areas where summers are cool (65 F to 70 F), but are widely adapted. Potatoesrequire well-drained soil. (They will rot under prolonged cold, wetconditions.) If your soil is poorly drained or a heavy clay, considerusing raised beds. Adding organic matter (compost, cover crops,well-rotted manure or leaves) is a good way to improve soil beforegrowing potatoes. Go easy on organic matter sources high in nitrogen(such as manure) and nitrogen fertilizer as too much nitrogen canencourage lush foliage at the expense of tuber production.Unlikemost vegetables, potatoes perform best in acid soil with pH 4.8 - 5.5.Use scab-resistant varieties with pH above 6.0. Because most othergarden vegetables perform best at near-neutral pH, it’s usually notfeasible to grow potatoes in their preferred pH range, unless youdedicate one section of your garden to growing just potatoes inrotation with cover crops.Buy certified disease-free seedpotatoes from garden centers or through online or mail-order catalogsfor best results. If you save your own seed potatoes, discard any thatshow any signs of disease. Avoid planting potatoes from the supermarketbecause they may have been treated with sprout inhibitors. They mayalso be less vigorous and more prone to disease. Cut seedpotatoes that are larger than a chicken egg into pieces about 1 inchacross or slightly larger. Each piece should have at least one “eye”(the bud where the stem will grow from) -- preferably two eyes.Egg-sized and smaller tubers can be planted whole. Traditionally,cut seed potato pieces are allowed to cure for a few days to a fewweeks before planting. This is because the cut potatoes need highhumidity, plenty of oxygen and temperatures between 50 F and 65 F toheal quickly. If you have excellent, well-drained soil that meets thoseconditions, you can plant the seed pieces without curing. But ifconditions are not right, the seed potatoes will rot in the ground.Aless risky practice is to put about 5 pounds of cut potatoes into alarge grocery bag and fold the top closed. Keep the bag at roomtemperature for 2 or 3 days, then shake the bag to unstick pieces thatmay have stuck together. Let sit for another 2 to 3 days and then plant.Ifyou want fast emergence, keep the bag of cut potatoes at roomtemperature until sprouts appear. Some varieties are slow to breakdormancy and benefit from a 2- to 4-week “pre-warming” before planting.Others sprout in just a few days.Plant about 2 to 4 weeks beforeyour last frost date. The soil temperature should be at least 40 F. Donot plant where you've grown potatoes, tomatoes, peppers or eggplant inthe past 2 years.One common way to plant potatoes is to dig ashallow trench about 4 inches deep with a hoe. Place the seed potatopieces with their eyes up (cut sides down) about 8 to 12 inches apartin the trench, and replace soil. Space trenches about 2 to 3 feetapart. Stems and foliage should emerge in about 2 to 4 weeks, dependingon soil temperature.When the plants are about 6 to 8 inchestall, “hill” the potatoes by hoeing soil loosely around the base of theplants to within about an inch of the lower leaves from both sides ofthe row. Repeat in about 2 to 3 weeks. You may want to make additionalhillings, gradually building a 6- to 8-inch ridge down the row.(Hilling keeps the developing potatoes from being exposed to sun, whichturns them green and bitter. Green potatoes contain a chemical,solanine, which is toxic in large amounts.)Alternatively,snuggle seed pieces shallowly into the soil and cover with a thicklayer of clean straw or other weed-free mulch. Add more mulch as neededto keep light from reaching potatoes. (A foot or more of mulch may berequired.) Tubers grown this way can be easily harvested by pullingback the mulch after the plants die.A third method if you haveexcellent potato-growing soil is to plant seed potatoes 7 to 8 inchesdeep and skip hilling or deep mulching. The potatoes are slower toemerge, but this method requires less effort during the growing season.Deep planting is not good in cold, damp soils and it requires more workto dig the potatoes at harvest.Potatoes need at least 1 inch ofwater per week from either rainfall or deep watering. Mulching helpsretain moisture. Keeping the soil from drying out also helps reducescab.Use row covers to protect from Colorado potato beetles,leaf hoppers and flea beetles. Crush the yellow eggs of Colorado potatobeetles on the undersides of leaves. Remove adults by hand.","Colorado potato beetles - Hand pick beetles, eggs and larvae.Aphids- A hard stream of water can be used to remove aphids from plants. Washoff with water occasionally as needed early in the day. Check forevidence of natural enemies such as gray-brown or bloated parasitizedaphids and the presence of alligator-like larvae of lady beetles andlacewings.Flea beetles - Use row covers to help protect plantsfrom early damage. Put in place at planting and remove beforetemperatures get too hot. Control weeds.Leaf hoppersWash small nymphs off with a hard stream of water."
43,https://drive.google.com/file/d/11Qe8aytGxbtwj8POA-B5Dh_XPvYyAAsq/view?usp=sharing,Pumpkins,scene61ea.html,http://www.gardening.cornell.edu/homegardening/scene61ea.html,Vegetable (Warm Season) - Cucurbit,"Cucurbita maxima, C. pepo, C. moschata, C. argyrosperma",Cucurbitaceae,"With fertile soil and a long enough growing season, it's easy to grow
your own Jack-o-lanterns -- if you have enough space. Choose varieties
bred for flavor if you want to make pies.",full sun,"requires well-drained soil
requires high fertility",,annual,easy,medium green,coarse,,"native to North America - Originated in Central America.bears ornamental fruit - Usually orange (sometimes mottled with green), but some varieties, such as Lumina and Valenciano, are white.",Propagate by seed , 60 F to 105 F - Will not germinate in cold soil. Wait to plant until soil reaches at least 65 F -- preferably 70 F or more. Germinates best at 95 F.  , 5 to 10  - Should germinate in less than a week with soil temperature of 70 F and adequate moisture.  ,Seed can be saved 6 years.,"Pumpkins like warm soil and are very sensitive to frost. So don’t be ina rush to plant early in spring. Wait until danger of frost has passedand soil has warmed to about 70 F, or about 2 weeks after the lastfrost date.Unlessyou are trying to grow a long-season variety in an area that gets earlyfrosts, there’s really no need to start pumpkins inside. Instead,direct seed 1 to 1 1/2 inches deep into hills (which warm and drainearlier in the season) or rows. Sow 4 to 5 seeds per hill. Space hillsabout 4 to 8 feet apart, depending on the size of the vine. (Even someof the mini-fruited pumpkins grow on very largevines.)   When the plants are 2 to 3 inches tall, thinto 2 to 3 plants per hill by snipping off unwanted plants withoutdisturbing the roots of the remaining ones. In rows, sow seeds 6 to 12inches apart in rows 6 to 10 feet apart. Snip off plants to thin to oneplant every 18 to 36 inches. If you need to start plants early,plant inside in 2- to 3-inch pots or cells 3 to 4 weeks beforetransplanting outside. Sow 3 or 4 seeds per pot and thin to one or twoplants by snipping off the weaker plants to avoid damaging the roots ofthose that remain. Harden off by cutting back on water and reducingtemperature before transplanting. Plant transplants out in the gardenat the same final spacings above after all danger of frost has passed.Blackplastic mulch can speed growth, especially in cool, short-season areas.At the end of the season, remove or till in vines to reduce mildew. Userow covers to protect plants early in the season and to prevent insectproblems. Remove before flowering to allow pollination by insects orwhen hot weather arrives.Mulching plants helps retain moistureand suppress weeds. Mounding soil around the base of the plants candiscourage squash borers from laying eggs.",Aphids - A hard stream of water can be used to remove aphids fromplants. Wash off with water occasionally as needed early in the day.Check for evidence of natural enemies such as gray-brown or bloatedparasitized aphids and the presence of alligator-like larvae of ladybeetles and lacewings.Squash bug - Handpick and destroy.  Bury or compost plant residues after harvest.Spidermites - Wash off with water occasionally as needed early in the day. Ahard stream of water can be used to remove many mites from plants.Squash vine borer - Remove by hand.Stripedcucumber beetles - Construct tents of fine netting or cheesecloth oruse floating row cover over young transplants and seedlings. Put inplace at planting and remove before temperatures get too hot inmidsummer. Control of beetles will help to prevent bacterial wilt.
44,https://drive.google.com/file/d/1aLKWcajfVZCCmbQV-r7C0Ukd1y6bRzi1/view?usp=sharing,Radicchio,scene1f17.html,http://www.gardening.cornell.edu/homegardening/scene1f17.html,Vegetable (Cool Season) - Salad Greens,Cichorium intybus,Compositae,"The small red and white heads of this chicory family member form best
in cool weather. It is a staple in Italian salads with its bright color
and bitter - but not overpowering - flavor.","full sun
part shade",,,annual,moderately difficult,,medium,frost,not native to North America - Native to Eurasia and North Africa.,Propagate by seed , 45 F to 85 F  - 70 F to 75 F is optimum. , 7 to 10 ,Seed can be saved 5 years.,"Usually direct-seeded as transplants tend to go to seed (bolt) prematurely.Culturalrequirements differ somewhat by variety, so consult seed sources forbest practices. Even so, this crop can be somewhat unpredictable. Ingeneral, plant older “forcing” varieties in spring, then cut backplants in late summer to produce heads about 4 to 6 weeks later. Newer“nonforcing” varieties do not need to be cut back, and will form headsin fall or even in summer. They generally do not hold their quality aslong as forcing varieties.Direct-seed about 4 to 6 weeks beforeaverage last frost. (Nonforcing varieties can be sown through throughmid-summer for fall and winter harvest.) Plant seeds ¼ to ½ inch deep,3 to 4 inches apart, in rows 24 inches apart. Thin to 10-inch spacings.Mulch to retain moisture and suppress weeds.Mulch crowns from harvested plants.  If conditions are mild, you may get an additional harvest in spring.",
45,https://drive.google.com/file/d/1SkXg4I9WtnxXuVE7UejpDEUB_4Mu0s9q/view?usp=sharing,Radishes,scene341b.html,http://www.gardening.cornell.edu/homegardening/scene341b.html,Vegetable (Cool Season) - Cabbage Family,Raphanus sativus,Vegetable (Cool Season) - Cabbage,"Easy to grow and ready to harvest in just 3 to 6 weeks. Make plantings
of cool-season spring radishes every week or two for a continuous
harvest until hot weather hits. Don’t forget winter varieties that
produce large, fall-harvested roots.","full sun
part shade",requires well-drained soil,,annual,easy,medium green,medium,frost,not native to North America - Mediterranean origin,Propagate by seed , 55 F to 85 F , 3 to 4 ,Seed can be saved 4 years.,"Grows best in cool (50 F to 65 F), moist weather. Hot weather reducesquality and increases pungency. Late plantings may bolt before edibleroot forms.About3 to 6 weeks before average last frost, direct seed ½ inch deep, 1 inchapart, in rows 12 inches apart. Thin to about 2-inch spacings. Crowdedplants may not produce high-quality roots. Use thinings in salads.Forcontinuous harvest, make additional plantings every 1 to 2 weeks untiltemperatures average in the mid 60s F, or plant varieties withdifferent maturity dates in a single planting. Resume planting whenweather cools in fall. Plant most winter varieties so that theymature around the first fall frost date. (Frost improves flavor andtexture of most winter varieties.) Larger winter varieties need morespace than spring varieties, so thin to about 6-inch spacings,depending on variety.Keep soil moist for uninterrupted growth and best quality.Adding nitrogen fertilizer or nitrogen rich manure close to planting may produce lush tops and small roots.Canbe sown in the same row with carrots, parsley, parsnips and other slowgerminating crops. The radishes help to break soil crust for the weakerand later-germinating crops.Because they mature quickly,radishes make a good intercrop along with slower growing crops, such asother cabbage family crops, or tomato- or squash family crops. Orfollow radish harvest with summer succession crops such as beans, orfall-harvested crops.To help reduce disease, do not plant radishes or other cole crops in the same location more than once every three or four years.","Cabbage root maggots - Use row covers made of nonwoven fabrics. Hoopscan be used to make a tent area over rows or as floating row covers.For fresh radish, weekly plantings can be made. Some will avoid maggotattack."
46,https://drive.google.com/file/d/148ABqRETm0yCxWZ2FmHOrPUEBX8b_1FP/view?usp=sharing,Rhubarb,scenec4d4.html,http://www.gardening.cornell.edu/homegardening/scenec4d4.html,Vegetable (Cool Season) - Other,Rheum x cultorum,Polygonaceae,"This tart, easy-to-grow perennial is great for pies and jams,
especially when coupled with strawberries. It comes to life when
temperatures rise into the 40s F, making it one of the earliest spring
crops.","full sun
part shade",requires well-drained soil,3 to 8,perennial,easy,medium green,coarse,frost - Hard freezes in late spring can damage leaf stems.,not native to North America,Propagate by division or separation- All cultivars are hybrids and do not breed true from seed.,,,,"Carefully consider location before planting this long-lived perennial.If possible, establish planting area and improve soil the season beforeplanting.Plantdormant crowns, as soon as you can work the soil in spring. You can cutcrowns into pieces, but make sure each has at least one strong bud.Plant 1 to 3 inches deep and 2 to 3 feet apart. Mulch to suppress weeds and retain moisture. Plants require little or no fertilizer.Removeflower stalks as they appear the first year to give strength todeveloping plant. Do not harvest any leaf stems until plants arewell-established the second year. Removing flower stalks helps plantschannel energy into leaf stem production.Growth slows and flowerstalks form when temperatures warm in summer. In cool regions, growthmay continue if you have adequate moisture and remove flower stalks. Inwarmer areas, growth may resume in fall - sometimes enough for a lightharvest. Horseradish makes a good companion crop, as both are long-lived perennials.Renovatebeds when plants become crowded and leaf stems small (usually in 5 to15 years) by dividing crowns and replanting in fall or spring.Toforce rhubarb in winter: Dig plant in autumn after dormancy but beforethe soil freezes. Pot with buds 1 inch below soil surface and keepoutside for at least 8 weeks with temperature below 40 F. Move potinside to cool, dark location. Keep soil moist, and rhubarb should beready to harvest in about 6 weeks. (Stalks will be well-developed, butleaves will be small and yellow.) Replant outside in spring.",Rhubarb is relatively trouble-free.  Some potential pests include:Rhubarb curculio - Handpick adults.  Remove broadleaved weeds from area.Other pests:Potato stem borerMites
47,https://drive.google.com/file/d/1Obs87GfiI2_haMS-6xKCFkYQQ3SfYOuV/view?usp=sharing,Rutabagas,scened5c9.html,http://www.gardening.cornell.edu/homegardening/scened5c9.html,Vegetable (Cool Season) - Cabbage Family,Brassica napus var. napobrassica,Vegetable (Cool Season) - Cabbage,"Easy-to-grow softball-sized root crop is a favorite for fall and winter
soups and dishes, and can also be used raw in salads. Rutabagas are
often confused with turnips, but are sweeter flavored.","full sun
part shade","requires well-drained soil
tolerates low fertility",,annual,easy,medium green,medium,frost,not native to North America - May have developed from cross between Old World cultivated B. oleracea  and wild B. napa .,Propagate by seed , 45 F to 85 F  - Will germinate at soil temperatures as low as 40 F.  60 F is optimum. , 4 to 7,,"Plant seed 2 inches apart and ½ inch deep in rows 18 to 24 inches apartin early to mid-summer, about 3 months before expected harvest for mostvarieties. Thin to 6-inch spacings. Frost improves quality and flavor.Forearly crops, sow seed as soon as you can work the soil in spring. Donot wait until fall to harvest as roots will become woody and fibrous.Larger seeds germinate faster and may be ready for harvest as much as 5 to 6 weeks sooner than smaller seed.Tohelp reduce disease, do not plant rutabagas or other cole crops in thesame location more than once every three or four years.Use floating row covers to protect crop from early pests. Sustained mean temperatures above 80 F can cause excessively fast growth and root cracking.",Flea beetles - Use row covers to help protect plants from early damage.Put in place at planting and remove before temperatures get too hot(midsummer). Control weeds.Cabbage root maggots - Use row covers.
48,https://drive.google.com/file/d/1s0jnwS-5gF2JZrkj7MrZuCujrPRvvt9y/view?usp=sharing,Scallions,scene4983.html,http://www.gardening.cornell.edu/homegardening/scene4983.html,Vegetable (Cool Season) - Onion Family,Allium cepa var. cepa,Vegetable (Cool Season) - Onion,"Whether harvested early for scallions (green onions), for summer meals,
or winter storage, onions need rich, well-drained soil and good weed
control. Tightly spaced green onions fit well in ornamental plantings.",full sun,"requires well-drained soil
requires high fertility",,annual,moderately difficult,medium green,medium,frost,not native to North America - Unknown in wild.  Probably originated in the Middle East or Asia.,"Propagate by seed - To grow your own onion sets, sow seeds thickly in a block in midsummer. About 2 months after planting, roll down the tops, forcing the plants to form small bulbs. (Those about the size of a dime work best.) After tops dry, clip them off, leaving about ½ inch of stem. Cure and store in a cool, dry place as you would onions for eating. Plant your sets the following spring.", 45 F to 95 F , 4 to 5 ,"Seed can be saved 1 year.  - Longer if stored properly in cool, dry location.","Can be direct-seeded, grown from transplants started inside, or fromsets -- small bulbs about ½-inch in diameter grown from seed theprevious season. Choosea weed-free, well-drained location. Raised beds are ideal. Onions aregood for intercropping with other garden plants, especiallyearly-maturing spring greens. Do not plant where other onion familycrops have been grown in the past 3 years.Direct-seeding in thegarden may not allow enough time for long-season varieties to mature,but is fine for shorter-season varieties or for scallions - onionsharvested before the bulb forms.Direct-seed in spring when thesoil reaches 50 F. Plant seed ¼ inch deep, ½ inch apart, in rows 12 to18 inches apart. Thin to 4-inch spacings for large bulbs, 2-inchspacings for smaller bulbs but higher yields, or 1-inch spacings forscallions.Start transplants inside about 8 to 10 weeks beforelast frost date. Plant 4 or 5 seeds in each cell, or seed in flats ¼inch deep and ½ inch apart. If tops grow too tall and begin to droop,trim back to about 3 inches tall with scissors. After hardening off,transplant 2 to 4 weeks before last frost date. Space 4 inches apartfor large bulbs, 2 inches apart for smaller bulbs, or 1 inch apart forscallions.From sets:   Choose bulbs no largerthan ¾ inch in diameter. Large bulbs are more prone to bolting. Plantsets about 1 inch deep 2 to 4 weeks before last frost date. Space 4inches apart for large bulbs or 2 inches apart for smaller bulbs.Onionshave shallow root systems and need consistent moisture and good weedcontrol. Water weekly if weather is dry, and mulch to retain moistureand suppress weeds.",Onion maggot - Locate new plants in a part of the garden different fromprevious year's location. Use floating row covers to preventinfestations.Thrips
49,https://drive.google.com/file/d/1COa4Tuei9sIwwzcv-bEiqcve5FtmbsEm/view?usp=sharing,Shallots,scene83de.html,http://www.gardening.cornell.edu/homegardening/scene83de.html,Vegetable (Cool Season) - Onion Family,Allium cepa  var. aggregatum,Vegetable (Cool Season) - Onion,"An easy-to-grow gourmet favorite, these perennial onions produce a
cluster of smaller bulbs instead of one large bulb. You can replant
small bulbs for next year’s crop.","full sun
part shade",requires well-drained soil,2 to 9,perennial,moderately difficult,medium green,medium,frost,not native to North America - Middle East origin,"Propagate by seed, division or separation - Divide and replant at harvest, or save bulbs over winter to plant in spring. Plants seldom produce viable seed in temperate regions.", 45 F to 95 F , 4 to 5 ,"Seed can be saved 1 year.  - Longer if stored properly in cool, dry location.","Can be direct-seeded, grown from transplants started inside, or from sets -- small bulbs grown from seed the previous season.  Choosea weed-free, well-drained location. Raised beds are ideal. Shallots aregood for intercropping with other garden plants, especiallyearly-maturing spring greens. Do not plant where other onion familycrops have been grown in the past 3 years.Direct seed ½ inchdeep, ½ to 1 inch apart, in rows 10 to 18 inches apart, 2 to 4 weeksbefore average last frost. This rate will usually produce a single bulbfrom each plant. To produce clusters of bulbs, increase spacings to 6to 8 inches.Plant sets in fall or early- to mid-spring. Breakbulbs into individual cloves and plant about 1 inch deep so that topsare just covered, 6 inches apart, rows 12"" apart. You can cut largecloves into smaller pieces as long as head has some root on it. Mulchto reduce soil heaving and protect plants.Shallots have shallowroot systems and need consistent moisture and good weed control. (Becareful. Grass and shallot seedlings can be difficult to distinguish.)Water weekly if weather is dry, and mulch to retain moisture andsuppress weeds.",Rarely damaged.Onion maggot -   Use floating row covers to prevent  infestationsThrips 
50,https://drive.google.com/file/d/1ALGh4uk6saJcuacpAFmsP9O80glYvyGZ/view?usp=sharing,Spinach - Common,scene4c19.html,http://www.gardening.cornell.edu/homegardening/scene4c19.html,"Vegetable (Cool Season) - Salad Greens, 



	







Vegetable (Cool Season) - Spinach, Beets, Chard",Spinacia oleracea,Chenopodiaceae,"This easy-to-grow, nutritious, cool-season crop is among the first
greens ready to harvest. But plant it early because it’s quick to turn
bitter and go to seed (bolt) as the weather warms and the days
lengthen. Dark green color and handsome texture of savoyed varieties
are great for edible landscaping.","full sun
part shade",requires well-drained soil,,annual,moderately difficult,dark green,medium,frost - Young plants can withstand temperatures as low as 15 F to 20 F.,not native to North America - Not known in wild.  Thought to be first cultivated in Afghanistan and Tajikistan.,Propagate by seed , 40 F to 75 F  - May fail to germinate in warm soils.   ," 6 to 10  - About 3 weeks at 50 F.  About 5 days at 77 F, but germination drops to about 30 percent . ",Seed can be saved 2 years.,"As soon as you can work the soil in spring, sow seed ½ inch deep, 1inch apart in rows 12 to 18 inches apart (or broadcast seed across awider area). Thin to 2- to 6-inch spacings. Closer spacings can stressplants and cause them to go to seed (bolt) sooner.Earlyplanting is critical as dry soil, heat and lengthening days alsoencourage bolting. Later plantings benefit from some light shade fromother crops. Follow early plantings with warm-season crops such astomatoes or beans.Make succession plantings every week or twountil average last frost date. Use bolt-resistant varieties for laterplantings. Sow again in mid- to late summer for fall harvest. Seeds donot germinate well in warm soil, so increase seeding rate tocompensate. Or pre-germinate seeds by placing them between sheets ofmoist paper towel in a plastic bag and refrigerating until they sprout.Spinachseedlings are difficult to transplant. For spring crops, start insideonly if your garden stays too wet in spring to allow direct seeding.Start transplants inside about 3 to 6 weeks before last frost.Spinachis shallow-rooted and requires consistent moisture to prevent bolting.Water to keep soil moist. Mulch after plants are well established tomaintain moisture and suppress weeks. Use floating row covers toprevent insect damage.Do not overfertilize with nitrogen. Onlyapply supplemental fertilizer if leaves are pale green. Add lime tomake sure pH is at least 6.0. You should suspect that your soil is tooacid if germination is poor and leaf tips and margins are yellow orbrown.Plant in fall and mulch heavily for early spring crop.",Leaf miners - Cover plants with fine netting or cheesecloth or floatingrow cover to protect plants from adult flies. Handpick and destroyinfested (mined) leaves. Control weeds. 
51,https://drive.google.com/file/d/181bzgb9AbW1VgsvJxBBftgHydnXN7rt_/view?usp=sharing,Spinach - Malabar,scene9529.html,http://www.gardening.cornell.edu/homegardening/scene9529.html,"Vine, 



	







Vegetable (Warm Season) - Salad Greens",Basella alba,Basellaceae,"The leaves from this heat-loving vine have a mild flavor and are used
like spinach in salads and cooking. Extremely frost-sensitive. It
creeps when temperatures are cool, but leaps when the mercury hits 90
F.",full sun,tolerates damp soil,,annual,moderately difficult,dark green,medium,,not native to North America - East Asia origins.,"Propagate by seed,cuttings ", 65 F to 75 F , 14 to 21  - Scarify seed to hasten germination. ,Seed can be saved 4 years.,"In Zone 7 and warmer, direct seed 2 to 3 weeks after last frost date.In colder areas or to get an earlier crop, start seeds inside about 6weeks before last frost. Scarifyseed (use a file, sharp knife or sandpaper to carefully cut through thetough seed coat) to speed germination, which may take 3 weeks or more.Waituntil soil has warmed and all danger of frost has passed beforetransplanting -- at least 2 to 3 weeks after last frost date. Spacetransplants about 12 inches apart.Well-adapted to hightemperatures, even into the 90s F. But growth is disappointing whentemperatures stay below 80 F. Requires consistent moisture to keep fromflowering, which causes bitterness in leaves.Requires trellis or other support for twining vine.  Can follow peas up the same trellis.",
52,https://drive.google.com/file/d/1j7nzi9Dogxobs_D43AgSsEgCqrB5dL2U/view?usp=sharing,Spinach - New Zealand,scenef2e7.html,http://www.gardening.cornell.edu/homegardening/scenef2e7.html,Vegetable (Warm Season) - Salad Greens,Tetragonia tetragonoides,Aizoaceae,"Used like spinach in cooking and salads, this frost-tender plant is
ready for harvest when spinach is on the wane, and stays productive
throughout summer. Also makes an attractive foliage plant for borders
and beds.",full sun,tolerates droughty soil,,annual,moderately difficult,medium green,medium,,"not native to North America - Native to New Zealand, Australia, southern South America, and some Pacific Islands, including Japan.",Propagate by seed- “Seeds” are actually fruits containing several seeds. , 14 to 21  - Soak seed 24 hours before planting to speed germination. Seed can be saved 5 years.,,,"“Seeds” are actually fruits that contain several seeds. Germination isslow and uneven. Soak seed 24 hours before planting to speedgermination.InZone 6 and warmer, direct seed after last frost about ¼ inch deep inhills spaced about 2 feet apart. Plant 3 seeds in each hill and thin tothe strongest plant. In cooler zones, start seed inside 3 to 4 weeksbefore last frost. Transplant about 2 to 3 weeks after last frost.While drought-tolerant, flavor is best with consistent moisture.  Mulch to retain moisture and suppress weeds.",
53,https://drive.google.com/file/d/1upoBef_fDxjFRGR5XsB2E-0NrHdJBbO-/view?usp=sharing,Squash - Summer,scene6420.html,http://www.gardening.cornell.edu/homegardening/scene6420.html,Vegetable (Warm Season) - Cucurbit,Cucurbita pepo,Cucurbitaceae,"Summer squash comes in a variety of shapes and colors. Bush varieties
take up relatively little space, and if kept picked will keep producing
right up to frost.",full sun,"requires well-drained soil
requires high fertility",,annual,easy,medium green,coarse,,native to North America,Propagate by seed , 60 F to 105 F - Will not germinate in cold soil. Wait to plant until soil reaches at least 65 F -- preferably 70 F or more. Germinates best at 95 F.  , 5 to 10  - Should germinate in less than a week with soil temperature of 70 F and adequate moisture.   ,Seed can be saved 6 years.,"Squash like warm soil and are very sensitive to frost. So don’t be in arush to plant early in spring. Wait until danger of frost has passedand soil has warmed to about 70 F, or about 2 weeks after the lastfrost date.Directseed ½ to 1 inch deep into hills (which warm and drain earlier in theseason) or rows. Sow 4 to 5 seeds per hill. Space hills 3 to 4 feetapart. When the plants are 2 to 3 inches tall, thin to 2 to 3 plantsper hill by snipping off unwanted plants without disturbing the rootsof the remaining ones. In rows, sow seeds 4 inches apart in rows 4 to 5feet apart. Snip off plants to thin to one plant every 12 to 24 inches.For extra early crops, start inside in 2- to 3-inch pots orcells 3 to 4 weeks before transplanting outside. Sow 3 or 4 seeds perpot and thin to one or two plants by snipping off the weaker plants toavoid damaging the roots of those that remain. Harden off by cuttingback on water and reducing temperature before transplanting. Planttransplants out in the garden about 1 to 2 feet apart after all dangerof frost has passed.To hasten first harvest by as much as 2weeks, use black plastic mulch to warm soil before direct seeding ortransplanting. Early fruits are sometimes wrinkled, turn black or rotdue to poor pollination.At the end of the season, remove or tillin vines to reduce mildew. Use row covers to protect plants early inthe season and to prevent insect problems. Remove cover beforeflowering to allow pollination by insects or when hot weather arrives.Mulchingplants helps retain moisture and suppress weeds. Mounding soil aroundthe base of the plants can discourage squash borers from laying eggs.",Squash bug - Hand pick.  Bury or compost plant residues after harvest.Squash vine borer - Remove by hand and destroy.  Stripedcucumber beetles - Construct tents of fine netting or cheeesecloth oruse floating row covers over young plants. Put in place at planting andremove at flowering. Control of beetles may be a factor in preventingbacteria wilt
